ticker,year,quarter,AssetQualityComponent.ProblemLoansAndLeasesCalculatedAsPercentageOfGrossLoans,AssetQualityComponent.LoanLossReservesToNPLs,LiquidityAndAssetsComponent.LDRPercentage,ProfitabilityComponent.NIM,GrowthComponent.AverageLoansGrowthPercentageYoY,GrowthComponent.AverageDepositGrowthPercentageYoY,GrowthComponent.InterestincomeGrowthPercentageYoY,NetInterestIncome,AttributeToParentCompany,SolvencyRatio.LiabilitiesToEquityRatio,ProfitabilityRatio.EBITMargin,ProfitabilityRatio.ROA,ProfitabilityRatio.ROE,ProfitabilityRatio.ROIC,ValuationRatios.BookValuePerShare,ValuationRatios.BasicEPS,ValuationRatios.PriceToBook,ValuationRatios.PriceToEarning,Growth.NetRevenueGrowthYoY,Growth.EBTgrowthYoY,Revenue,EBIT
MWG,2025,,,,,,,,,,4898869278220.0,1.44965781,0.03340964,0.06329215,0.15859774,0.07747685,20040.08203576,1057.23593587,3.32333969,62.9944535,0.13312481,2.19772482,124141525689948.0,5894568618424.0
MWG,2025,,,,,,,,,,4099763027305.0,1.69859256,0.03417711,0.06654201,0.1704378,0.07777352,20032.512965,1113.84324286,4.21814278,75.86345793,0.11894951,0.94236896,134722248887557.0,6644176848789.0
MWG,2025,,,,,,,,,,167669392704.0,1.52501789,0.03767005,0.07637129,0.19682572,0.08488286,21228.28523374,1196.8014348,4.37623666,77.62357004,0.12952816,0.78855088,119234184825086.0,436250745888.0
MWG,2025,,,,,,,,,,3721868441661.0,1.53030271,0.04537282,0.0911203,0.23306967,0.10671104,,,,,0.16068786,0.7889539,135225101298992.0,4083604884037.0
MWG,2025,,,,,,,,,,7033730770169.0,1.53030271,0.04537282,0.0911203,0.23306967,0.10671104,22181.34158631,4785.8497816,3.76442514,17.44726722,0.16068786,0.7889539,156836115054975.0,7074899349791.0
NAB,2025,,0.02485448,0.52150426,0.75813505,0.0350948,0.20969605,0.16687443,0.22360759,4283189000000.0,1434363000000.0,,,,,,,,,,,,,
NAB,2025,,0.02845012,0.39024605,0.67967581,0.0319182,0.23050264,0.28557303,0.10227578,4283189000000.0,1434363000000.0,,,,,,,,,,,,,
NAB,2025,,0.02713043,0.46394018,0.60575625,0.02851601,0.2097733,0.2749951,0.01588397,5119121000000.0,1807876000000.0,,,,,,,,,,,,,
NAB,2025,,0.02155857,0.53391687,0.54059407,0.0266758,0.17902835,0.12301015,0.08551491,6647309000000.0,2621619000000.0,,,,,,,,,,,,,
NAB,2025,,0.02155857,0.53391687,0.54059407,0.0266758,0.17902835,0.12301015,0.08551491,7937820000000.0,3607093000000.0,,,,,,,,,,,,,
NKG,2025,,,,,,,,,,2225261058221.0,0.89138314,0.02810993,0.0270731,0.05886089,0.03938176,16793.33157533,146.13282588,0.98253285,112.91097603,-0.00534348,0.08880501,28206149855751.0,2749184903380.0
NKG,2025,,,,,,,,,,-124684837727.0,1.17582328,0.02386746,0.0165666,0.03583172,0.0282048,16937.24952025,204.64684803,0.94171134,77.93914323,-0.10760332,-0.44068396,23128328990585.0,93253424780.0
NKG,2025,,,,,,,,,,117408565158.0,1.15798327,0.02162405,0.01482294,0.03146317,0.02257998,17047.21751333,110.66939536,0.89164111,137.34601107,-0.21643143,-0.5324588,18621212567707.0,372848867891.0
NKG,2025,,,,,,,,,,453008144440.0,1.16019155,0.0155556,0.01313579,0.02925346,0.01481119,,,,,-0.2814727,-0.5685128,20707517191896.0,693933840192.0
NKG,2025,,,,,,,,,,197122282688.0,1.16019155,0.0155556,0.01313579,0.02925346,0.01481119,17026.17306164,440.42696041,0.84869336,32.80907233,-0.2814727,-0.5685128,14899234663086.0,230349627758.0
NLG,2025,,,,,,,,,,1070826325922.0,0.98100385,0.22897708,0.02370594,0.07428466,0.08482581,25414.50541924,281.39133001,1.63882788,148.01451061,1.62860872,1.26997427,5205519498702.0,781357411681.0
NLG,2025,,,,,,,,,,556273710440.0,0.98427789,0.23594369,0.02246253,0.06868442,0.09073388,25111.51474221,257.94836692,1.45948981,142.08269832,2.59317504,1.66697717,4338841417665.0,829424007829.0
NLG,2025,,,,,,,,,,483736401573.0,0.97583698,0.2455222,0.02960058,0.08792035,0.11080134,25490.5651074,379.05036519,1.11609923,75.05598889,3.18493937,2.35286,3181421790727.0,581753329215.0
NLG,2025,,,,,,,,,,517894708641.0,0.79196427,0.18863752,0.02466031,0.062798,0.05726688,,,,,-0.21552988,-0.34884578,7196050482193.0,1663753846028.0
NLG,2025,,,,,,,,,,701371622402.0,0.79196427,0.18863752,0.02466031,0.062798,0.05726688,26102.43992038,1445.83674739,1.05928795,19.12387415,-0.21552988,-0.34884578,5645086579147.0,1064875149341.0
NT2,2025,,,,,,,,,,533789073040.0,0.8463938,0.08860096,0.07874114,0.15353336,0.1002612,15659.77615954,744.18540088,1.65711181,34.87034275,0.34697151,1.72030695,6149583588676.0,592883478602.0
NT2,2025,,,,,,,,,,883417416165.0,0.90832398,0.14612582,0.12578875,0.24982863,0.17677987,,,,,0.33893845,11.19704876,8787691488678.0,950092926576.0
NT2,2025,,,,,,,,,,473076742026.0,0.90832398,0.14612582,0.12578875,0.24982863,0.17677987,16880.18584477,3926.29010057,1.46917814,6.31639521,0.33893845,11.19704876,6385884555364.0,441289786328.0
NT2,2026,,,,,,,,,,82893960390.0,0.9027841,0.15172065,0.14186994,0.27235323,0.18553675,17505.37869132,625.19284654,1.41670743,39.66776034,0.2243371,3.73591853,5943678536835.0,-29654712484.0
NT2,2026,,,,,,,,,,1130284802854.0,0.9027841,0.15172065,0.14186994,0.27235323,0.18553675,17505.37869132,4423.07995605,1.41670743,5.60695268,0.2243371,3.73591853,7958219701044.0,1162901367888.0
NVL,2025,,,,,,,,,,3224687028176.0,3.80619027,-0.14377741,-0.02684354,-0.18036973,-0.02542944,19399.91874652,-227.34483488,0.90206563,-76.97557769,1.09280569,-2.21045732,14967335269790.0,3518890761376.0
NVL,2025,,,,,,,,,,2162071222708.0,3.59168301,0.17146523,0.00070223,0.00445565,0.01024188,20038.85593858,-82.33993143,0.68866207,-167.59790493,0.95039619,1.93309555,11150728886696.0,1755147279751.0
NVL,2025,,,,,,,,,,605578220113.0,3.71472178,0.18323583,-0.0161235,-0.10020627,0.06485893,19609.05138014,-450.34349473,0.66295915,-28.86685419,0.60955857,0.52835752,4769950330281.0,-459993496668.0
NVL,2025,,,,,,,,,,-6454779904770.0,3.24342264,0.36238712,0.00715108,0.0419305,0.01372787,,,,,-0.232287,2.18449266,9079619602216.0,-1900335402345.0
NVL,2025,,,,,,,,,,1743741158759.0,3.24342264,0.36238712,0.00715108,0.0419305,0.01372787,20313.07545956,781.23954639,0.95751133,24.89633313,-0.232287,2.18449266,6966355811153.0,2524297437454.0
OCB,2025,,0.03465692,0.40510043,0.72009002,0.03283931,0.2239056,0.16993326,0.19087215,5765584993537.0,4404958967802.0,,,,,,,,,,,,,
OCB,2025,,0.03700636,0.40605242,0.73741251,0.0326141,0.24212598,0.1369859,0.20653019,5765584993537.0,4404958967802.0,,,,,,,,,,,,,
OCB,2025,,0.03192453,0.56324501,0.73750552,0.03149551,0.15981294,0.05313698,0.07461397,6947583041177.0,3509717944636.0,,,,,,,,,,,,,
OCB,2025,,0.03192453,0.56324501,0.73750552,0.03149551,0.15981294,0.05313698,0.07461397,6765518258874.0,3303302700616.0,,,,,,,,,,,,,
OCB,2026,,0.03520841,0.5555713,0.71240905,0.02998037,0.16073162,0.0498123,0.06747671,8606668671493.0,3173423226768.0,,,,,,,,,,,,,
OCB,2026,,0.03520841,0.5555713,0.71240905,0.02998037,0.16073162,0.0498123,0.06747671,9248846389635.0,4010081114025.0,,,,,,,,,,,,,
PAN,2025,,,,,,,,,,296141519021.0,1.87371544,0.06968016,0.02616672,0.12683244,0.0513305,23840.30642901,497.80683443,1.42405888,68.19914403,0.19131761,0.35178751,9462888295206.0,449839996918.0
PAN,2025,,,,,,,,,,373968532915.0,1.3075132,0.06864217,0.02885746,0.13318932,0.05642618,24107.69368863,642.79096841,1.27552641,47.83825771,0.18746971,0.30201023,14094610978836.0,870156903041.0
PAN,2025,,,,,,,,,,405921470417.0,1.06654063,0.06775352,0.0293755,0.1263816,0.06081864,23506.41286338,722.13044287,1.23796005,40.29742865,0.08906678,0.10659802,13716602098224.0,939495818493.0
PAN,2025,,,,,,,,,,608889078461.0,0.71800418,0.07274761,0.03411467,0.12920727,0.07876366,,,,,0.0868014,0.00798642,16757498726518.0,1161982031561.0
PAN,2025,,,,,,,,,,672664976444.0,0.71800418,0.07274761,0.03411467,0.12920727,0.07876366,24698.71153083,3096.07839662,1.28751656,10.27105775,0.0868014,0.00798642,18010170014142.0,1279355460360.0
PC1,2025,,,,,,,,,,695020247248.0,1.76619682,0.15771906,0.02076309,0.08093822,0.08037248,15602.46534151,154.56870596,1.56385542,157.85860306,0.1713083,1.56917737,9828463180375.0,858759417427.0
PC1,2025,,,,,,,,,,459825388155.0,1.82496985,0.15513028,0.01980877,0.07650577,0.07649369,15857.95417424,396.73049891,1.46298821,58.47798459,-0.04429512,0.50223804,8357602470324.0,1317616649760.0
PC1,2025,,,,,,,,,,36167086850.0,1.81829632,0.15591521,0.02563978,0.09960304,0.08568532,16701.63300453,841.26041246,1.44896011,28.76636014,0.05275678,0.2797383,7693781062664.0,1056976401001.0
PC1,2025,,,,,,,,,,467582890486.0,1.76687645,0.15724784,0.04572401,0.17303946,0.10850149,,,,,0.2969494,0.8580872,10088901620619.0,1526136303321.0
PC1,2025,,,,,,,,,,1041376121606.0,1.76687645,0.15724784,0.04572401,0.17303946,0.10850149,15828.48444066,2532.0039708,1.41832909,8.86649478,0.2969494,0.8580872,13084794921097.0,2057555777734.0
PDR,2025,,,,,,,,,,1865003864267.0,1.07905831,0.16570721,0.00663658,0.01392002,0.00723722,12655.39583676,57.95945743,1.63961683,358.00887241,0.86784111,-0.73292073,3620224205834.0,2524522923638.0
PDR,2025,,,,,,,,,,1137262912956.0,1.04342841,0.17146222,0.00716366,0.01501046,0.00745494,13003.8223633,71.56124459,1.69565528,308.12767618,0.86923355,-0.5985151,1504574748971.0,976517438013.0
PDR,2025,,,,,,,,,,684058609709.0,1.03048798,0.26865269,0.00849185,0.01774347,0.01721892,12127.32177547,87.56574069,1.34819545,186.71685834,5.68864484,-0.49163821,617515216109.0,329786198783.0
PDR,2025,,,,,,,,,,155087685811.0,1.19497597,0.34651267,0.02009802,0.04407323,0.02157276,,,,,0.61249848,1.48765656,821690538691.0,166819956483.0
PDR,2025,,,,,,,,,,515069907619.0,1.19497597,0.34651267,0.02009802,0.04407323,0.02157276,12400.23297923,505.8780948,1.30642707,32.02352536,0.61249848,1.48765656,1324974747132.0,459120543914.0
PHR,2025,,,,,,,,,,477512702229.0,0.4575042,0.16963758,0.08079574,0.12585169,0.06159925,28614.6933425,705.30837563,2.16671901,87.90481177,0.20258075,-0.05747887,1950253482733.0,369631610777.0
PHR,2025,,,,,,,,,,889437710446.0,0.51660246,0.17536314,0.08494033,0.13269189,0.06746705,28124.21649814,671.36709383,2.00894485,84.15664175,0.13777339,0.14724117,1711767583061.0,244936201089.0
PHR,2025,,,,,,,,,,619711048513.0,0.45708937,0.18743731,0.11125818,0.17334052,0.08048101,29723.42845243,1914.66561915,2.16327669,33.58288745,0.30940152,0.70189672,1353609068304.0,193378631441.0
PHR,2025,,,,,,,,,,460049066841.0,0.45613408,0.15066304,0.07917846,0.12314978,0.059077,,,,,0.09910163,0.10442412,1634916531061.0,252574068917.0
PHR,2025,,,,,,,,,,478236651959.0,0.45613408,0.15066304,0.07917846,0.12314978,0.059077,29707.49122023,3529.44267581,2.04325567,17.19818271,0.09910163,0.10442412,1795238521502.0,270429972821.0
PLX,2025,,,,,,,,,,2838904272857.0,1.71122625,0.00597844,0.02547674,0.07570594,0.03875135,20208.27336905,103.11235029,1.79629399,352.04318297,-0.01828242,-0.36281323,169105701481340.0,2783818934829.0
PLX,2025,,,,,,,,,,1449740967084.0,2.09336336,0.00644354,0.02649064,0.08224091,0.04038873,19361.19928389,1056.05393394,1.78449689,32.71613209,-0.03446014,-0.39489459,304171606608893.0,996829876214.0
PLX,2025,,,,,,,,,,2833906727712.0,2.16871937,0.00814474,0.03123224,0.10326258,0.05276894,19827.55291877,471.99283701,2.97061368,124.79002939,0.06182366,-0.1149166,274082359042928.0,2174867665286.0
PLX,2025,,,,,,,,,,2889803702540.0,1.90427388,0.00791494,0.03201412,0.10244274,0.05835855,,,,,0.09104051,-0.08275473,284124014890319.0,2792923367528.0
PLX,2025,,,,,,,,,,2675260283045.0,1.90427388,0.00791494,0.03201412,0.10244274,0.05835855,20254.23715463,2067.6293403,1.96008369,19.20073353,0.09104051,-0.08275473,309985192170389.0,2452639220981.0
PNJ,2025,,,,,,,,,,1029042165645.0,0.4849859,0.07379368,0.13126135,0.18567279,0.16963548,34697.32808001,2004.66868941,2.47857702,42.89985695,-0.02980338,0.03547867,19735646137250.0,1408823973954.0
PNJ,2025,,,,,,,,,,1810691843397.0,0.43313775,0.07896307,0.12354406,0.18130708,0.15436912,35404.54810288,1292.60531053,2.68044658,73.41761575,-0.1511356,0.00192061,34211128942240.0,2424900893712.0
PNJ,2025,,,,,,,,,,1971099177135.0,0.4218376,0.08564953,0.13605999,0.19948488,0.16545441,35471.50747685,1466.25721393,3.58033839,86.61508963,-0.12996061,0.11920036,33481608954953.0,2528886542674.0
PNJ,2025,,,,,,,,,,2112916282946.0,0.51892743,0.10111923,0.15137246,0.2306133,0.18519664,,,,,-0.07526654,0.33829605,38232401184050.0,2670178593096.0
PNJ,2025,,,,,,,,,,2828497462890.0,0.51892743,0.10111923,0.15137246,0.2306133,0.18519664,38893.01928601,8286.96975773,1.79980884,8.44699595,-0.07526654,0.33829605,35410589612616.0,3536750481642.0
POW,2025,,,,,,,,,,1798554042056.0,1.30459689,0.04152904,0.01587741,0.03999007,0.02674022,13819.23375109,190.05746236,1.04926223,76.292716,0.20361449,0.54332175,24560949330329.0,2399637129266.0
POW,2025,,,,,,,,,,2060858298332.0,1.40757418,0.05583481,0.01822267,0.04612139,0.03409458,14023.85482422,257.23744999,1.0125604,55.20191559,0.16283209,0.58691488,28224118055975.0,2858500721992.0
POW,2025,,,,,,,,,,1038363942297.0,1.3514551,0.08084142,0.02291809,0.05811545,0.0505832,14408.22380575,345.57861736,0.9543161,39.78834138,0.21088577,0.42745691,28329357578690.0,1436126945753.0
POW,2025,,,,,,,,,,1111588278970.0,1.38102288,0.09419034,0.02879844,0.07328603,0.05714994,,,,,0.13200536,1.33817728,30305634268649.0,1119878931384.0
POW,2025,,,,,,,,,,2426656979064.0,1.38102288,0.09419034,0.02879844,0.07328603,0.05714994,12277.45182916,870.76166552,1.04256161,14.69977435,0.13200536,1.33817728,34306140471915.0,3231307104772.0
PVD,2025,,,,,,,,,,19553861685.0,0.42936552,0.10408566,0.02971845,0.04428344,0.04254287,28790.83417093,274.78456382,0.7346088,76.96938906,0.43472591,0.14345752,3995471964670.0,-27294629830.0
PVD,2025,,,,,,,,,,-102948793684.0,0.47795612,0.10100738,0.03356113,0.0499553,0.04275983,29704.00717811,430.86539877,0.6884593,47.46261839,0.28319052,0.293003,5431604613820.0,67005319480.0
PVD,2025,,,,,,,,,,584832279876.0,0.56822719,0.11286801,0.03614466,0.05457179,0.04574024,30418.09231872,500.17680952,1.01913031,61.97808337,0.13434291,0.28393781,5804412484923.0,758829279663.0
PVD,2025,,,,,,,,,,697851813973.0,0.65571339,0.11222198,0.04000562,0.06363519,0.05071188,,,,,0.17322563,0.47916146,9289871699307.0,1118957710716.0
PVD,2025,,,,,,,,,,1038634292340.0,0.65571339,0.11222198,0.04000562,0.06363519,0.05071188,30273.56030958,1867.05329741,1.0372087,16.81794518,0.17322563,0.47916146,10920980420430.0,1222881665712.0
PVT,2025,,,,,,,,,,659756734568.0,0.83291948,0.15774433,0.05682964,0.1421505,0.09959287,22287.21551184,604.07991651,0.81212478,29.96292296,0.20340589,0.12039862,7460234126265.0,949977655594.0
PVT,2025,,,,,,,,,,857338779296.0,0.93804049,0.13201528,0.05458165,0.13840458,0.08929796,17358.81896053,627.28764853,1.01677424,28.13701185,0.22870559,0.11763397,9047363208116.0,1234502286066.0
PVT,2025,,,,,,,,,,972443846631.0,0.87512145,0.11374205,0.04823214,0.12222138,0.08380123,17739.70902115,560.46233405,1.15559956,36.57694506,0.31915739,-0.15311466,9555979392223.0,1415083746609.0
PVT,2025,,,,,,,,,,1093233969561.0,0.94153951,0.11265444,0.04922226,0.1266183,0.08698604,,,,,0.36486633,-0.11495751,11732148061983.0,1938413905408.0
PVT,2025,,,,,,,,,,1037772781983.0,0.94153951,0.11265444,0.04922226,0.1266183,0.08698604,18455.91856649,2208.35029615,1.25434017,10.48293835,0.36486633,-0.11495751,16012813858007.0,1803914526608.0
REE,2025,,,,,,,,,,1855079628131.0,0.58817884,0.30625332,0.05913042,0.11422744,0.08548384,41412.05226239,1298.06071071,1.61305698,51.46138347,0.07165621,0.19284242,5815207697974.0,1854495913044.0
REE,2025,,,,,,,,,,2692516590418.0,0.57599223,0.31907353,0.06558486,0.12546134,0.09201803,36280.0533082,1150.04734679,1.79437443,56.6063651,0.11202333,0.46541264,9377949892489.0,3663251018913.0
REE,2025,,,,,,,,,,2188316658468.0,0.58352877,0.32551277,0.0696639,0.13201029,0.09601942,37526.30044354,1244.74656849,1.65483939,49.88967359,0.16716994,0.5233709,8579347840237.0,2954322664069.0
REE,2025,,,,,,,,,,1993385852649.0,0.61614704,0.29969781,0.06617527,0.12694443,0.089792,,,,,0.19418049,0.30961036,8394604176003.0,2428287722880.0
REE,2025,,,,,,,,,,2529125816261.0,0.61614704,0.29969781,0.06617527,0.12694443,0.089792,38670.32289513,4669.22886256,1.61105456,13.34267431,0.19418049,0.30961036,10025550895018.0,3000457880790.0
SAB,2025,,,,,,,,,,3677252341304.0,0.45126709,0.14183738,0.12522647,0.17447133,0.16357821,16665.53363889,941.4720842,2.7271854,48.27546219,-0.06368851,-0.04286522,26578007393513.0,3510479926712.0
SAB,2025,,,,,,,,,,5223851427095.0,0.27883755,0.14758669,0.13354794,0.18932068,0.16368468,17692.60139241,1060.79921228,2.84299628,47.41707895,-0.11049297,-0.0244852,35235899123781.0,5497972993477.0
SAB,2025,,,,,,,,,,4117605068688.0,0.41728764,0.16589154,0.13397204,0.19910203,0.17464824,,,,,-0.18775561,0.00081581,30706760090689.0,3811443044719.0
SAB,2025,,,,,,,,,,4330113031371.0,0.41728764,0.16589154,0.13397204,0.19910203,0.17464824,16492.59673599,3448.98612271,2.84976349,13.62719313,-0.18775561,0.00081581,32164260254074.0,4437226222833.0
SAB,2026,,,,,,,,,,4423539822535.0,0.27582807,0.17853478,0.15047328,0.22008557,0.19516548,17384.72205153,923.80554952,2.70352323,50.87650753,-0.13000127,0.15110788,26249006889260.0,4294632063801.0
SBT,2025,,,,,,,,,,821429706768.0,2.16813853,0.05798247,0.02485328,0.08198856,0.07156962,12301.71392717,259.13123377,2.01597925,95.7044029,0.18161643,0.22461128,16691564588849.0,1093333291055.0
SBT,2025,,,,,,,,,,739332919892.0,2.0075328,0.05341973,0.02535225,0.0817735,0.06045352,12523.723012,192.14491944,2.02815089,132.19188972,-0.01814617,0.04802868,21305117632202.0,1091049646530.0
SBT,2025,,,,,,,,,,564918085016.0,1.92775617,0.04507852,0.02365409,0.07507532,0.04625158,12736.94811092,240.48096439,1.87643066,99.38416565,-0.08292348,-0.0341229,25969056090418.0,1619156961272.0
SBT,2025,,,,,,,,,,834240984088.0,1.93998601,0.03574202,0.02116543,0.06793112,0.03394074,,,,,-0.12557974,-0.1611248,30043509412293.0,1808502794848.0
SBT,2025,,,,,,,,,,739288736135.0,1.93998601,0.03574202,0.02116543,0.06793112,0.03394074,12747.04232886,843.24006404,1.6082162,24.31098909,-0.12557974,-0.1611248,26298028472951.0,937455845535.0
SCS,2025,,,,,,,,,,563589041087.0,0.3989997,0.71139361,0.38471912,0.48093859,0.51244676,13262.78158462,1852.17105832,4.16956275,29.85685353,0.3195242,0.26393861,839105841236.0,573534811599.0
SCS,2025,,,,,,,,,,646146569882.0,0.19135758,0.71625531,0.38464428,0.48580312,0.52585335,15260.77596585,1998.17118897,3.55158873,27.12480307,0.23582975,0.21707711,851017793356.0,641088486870.0
SCS,2025,,,,,,,,,,498307307104.0,0.38690826,0.72699531,0.36967419,0.50620098,0.52686908,,,,,0.15407864,0.20052226,704825146895.0,483636029504.0
SCS,2025,,,,,,,,,,692827863783.0,0.38690826,0.72699531,0.36967419,0.50620098,0.52686908,14594.46262435,7357.85372019,3.61095858,7.16241475,0.15407864,0.20052226,1036882045512.0,729678600559.0
SCS,2026,,,,,,,,,,751067501754.0,0.20200978,0.72060516,0.36858275,0.47508456,0.46808206,16292.12184112,1697.65921678,3.23469223,31.04274373,0.10258353,0.13951926,1196643419789.0,869954159086.0
SHB,2025,,0.02872221,0.59166584,0.8107023,0.03155522,0.30286978,0.19315729,0.13384369,15570349000000.0,5007161000000.0,,,,,,,,,,,,,
SHB,2025,,0.02799023,0.58631704,0.8127531,0.03644922,0.29249955,0.22299944,0.36126761,15570349000000.0,5007161000000.0,,,,,,,,,,,,,
SHB,2025,,0.03057702,0.56909606,0.80828867,0.03760046,0.26611406,0.19718071,0.56130762,17550084000000.0,7728918000000.0,,,,,,,,,,,,,
SHB,2025,,0.02370768,0.72019838,0.80590073,0.02665027,0.18235343,0.1445359,-0.04790864,19285353000000.0,7324758000000.0,,,,,,,,,,,,,
SHB,2025,,0.02370768,0.72019838,0.80590073,0.02665027,0.18235343,0.1445359,-0.04790864,21232119000000.0,9321949000000.0,,,,,,,,,,,,,
SIP,2025,,,,,,,,,,835405827890.0,3.96858479,0.13045581,0.05154539,0.29720247,0.10685548,22282.0748953,1669.26826853,2.92611888,39.05903037,0.11407461,0.26353204,5581404874852.0,673918642442.0
SIP,2025,,,,,,,,,,977156410577.0,4.22828501,0.13264374,0.0496153,0.2855883,0.10083679,22361.81145893,1351.74298292,2.51768512,41.64992954,0.09986327,0.24967926,6036955711412.0,794010809196.0
SIP,2025,,,,,,,,,,926896516175.0,3.98715633,0.13326357,0.04923682,0.28178835,0.09958242,20956.0829282,1510.99170194,2.79632411,38.78247639,0.09427312,0.1801014,6679456563258.0,821717994194.0
SIP,2025,,,,,,,,,,1170162799820.0,3.93124688,0.1362504,0.04924782,0.27872445,0.10616443,,,,,0.10191682,0.16973776,7804642332029.0,984977146675.0
SIP,2025,,,,,,,,,,1322871907067.0,3.93124688,0.1362504,0.04924782,0.27872445,0.10616443,21281.9826344,5238.28172618,2.83338263,11.51140835,0.10191682,0.16973776,8598287199387.0,1171239252504.0
SJS,2025,,,,,,,,,,64778233441.0,1.50178517,0.60452601,0.04371844,0.11406948,0.09949327,27523.16637565,904.45165227,2.33258046,70.9822353,0.24454906,0.50443339,747035784394.0,150013085336.0
SJS,2025,,,,,,,,,,119686330323.0,1.47034664,0.61210161,0.03779429,0.09626689,0.08411016,10902.36870168,9.68549427,4.76960571,5368.85351954,0.16571131,0.27898905,379810850969.0,9111769956.0
SJS,2025,,,,,,,,,,185337121512.0,1.29177342,0.59451862,0.04526927,0.11118933,0.09190595,,,,,0.16402186,0.25863749,416023571847.0,138317699635.0
SJS,2025,,,,,,,,,,268508051562.0,1.29177342,0.59451862,0.04526927,0.11118933,0.09190595,11532.06879112,1214.62739159,5.11616789,48.57456732,0.16402186,0.25863749,646014829304.0,366676310071.0
SJS,2026,,,,,,,,,,361321074397.0,1.2097011,0.63530181,0.05897279,0.13975275,0.11113375,12132.81905756,590.40043516,4.86284348,99.93217567,0.37707541,0.53629537,750725677535.0,452410908343.0
SSB,2025,,0.01837459,0.81808816,0.82745195,0.03491575,0.17782809,0.03673957,0.4146299,5186093000000.0,2606518000000.0,,,,,,,,,,,,,
SSB,2025,,0.01954662,0.73582494,0.76247379,0.0312868,0.18643236,0.11505081,0.17931554,5186093000000.0,2606518000000.0,,,,,,,,,,,,,
SSB,2025,,0.01951521,0.7187642,0.77408434,0.02783607,0.18758491,0.15626883,-0.0079779,7005927000000.0,4052928000000.0,,,,,,,,,,,,,
SSB,2025,,0.02056161,0.67021811,0.77191188,0.0273483,0.13445319,0.13953795,-0.0263461,7070719000000.0,3676955000000.0,,,,,,,,,,,,,
SSB,2025,,0.02056161,0.67021811,0.77191188,0.0273483,0.13445319,0.13953795,-0.0263461,9966410000000.0,4816026000000.0,,,,,,,,,,,,,
SSI,2025,,,,,,,,,,2695913941251.0,2.21557519,0.58917095,0.03846185,0.11383065,0.05844758,14424.80632703,491.17200497,2.49570075,73.29407954,0.13709913,0.0736438,7443181911513.0,4023609794697.0
SSI,2025,,,,,,,,,,1699319896223.0,2.22221552,0.5806271,0.04244287,0.13060122,0.06371447,14977.56805005,709.91069756,2.0797769,43.87875842,0.38242587,0.27573659,6335823057960.0,3334598234550.0
SSI,2025,,,,,,,,,,2292781385416.0,1.93298339,0.58488413,0.04901118,0.14011052,0.07606461,,,,,0.5160409,0.43443899,7157692593506.0,4361420014508.0
SSI,2025,,,,,,,,,,2704221369052.0,1.93298339,0.58488413,0.04901118,0.14011052,0.07606461,15369.38128543,1976.07105375,1.80228465,14.01771457,0.5160409,0.43443899,8529279575474.0,4939568329540.0
SSI,2026,,,,,,,,,,4106090416749.0,1.34731493,0.59606493,0.04780726,0.1385531,0.07393768,15859.16923666,512.58086981,1.74662365,54.04025322,0.6005086,0.54315689,12930736690184.0,7562982720704.0
STB,2025,,0.02507547,0.74669868,0.83850452,0.03512092,0.12520893,0.09789078,0.14682636,11964487000000.0,3411496000000.0,,,,,,,,,,,,,
STB,2025,,0.02461492,0.75439389,0.81838154,0.03460146,0.1361708,0.13680356,0.14903331,11964487000000.0,3411496000000.0,,,,,,,,,,,,,
STB,2025,,0.02749796,0.93263212,0.80353286,0.0349205,0.14497106,0.13124188,0.13946038,17147134000000.0,5040695000000.0,,,,,,,,,,,,,
STB,2025,,0.06407607,0.49969021,0.77365688,0.03212029,0.14306471,0.09077705,0.08759769,22072333000000.0,7718616000000.0,,,,,,,,,,,,,
STB,2025,,0.06407607,0.49969021,0.77365688,0.03212029,0.14306471,0.09077705,0.08759769,24531698000000.0,10087495000000.0,,,,,,,,,,,,,
SZC,2025,,,,,,,,,,323628766758.0,1.61539767,0.4074059,0.04368198,0.11405267,0.0712489,17340.81518586,527.4170539,1.87419101,61.62106394,0.08880342,0.28776956,713222295725.0,386280361862.0
SZC,2025,,,,,,,,,,197366644761.0,1.60985136,0.4042716,0.03893473,0.10073558,0.06332843,17456.49754744,115.68236158,1.78730011,269.70403762,0.05422096,0.12996892,858888563926.0,259606901640.0
SZC,2025,,,,,,,,,,218873291512.0,1.55128187,0.43134356,0.04205584,0.10931404,0.07371431,,,,,0.26101762,0.18333327,817957115033.0,295320667359.0
SZC,2025,,,,,,,,,,298603053891.0,1.55128187,0.43134356,0.04205584,0.10931404,0.07371431,17795.22274222,1815.70102248,1.55659754,15.25581561,0.26101762,0.18333327,872690974636.0,369413260029.0
SZC,2026,,,,,,,,,,344800515481.0,1.58785075,0.43618387,0.02867265,0.07428636,0.05099746,17890.4884648,95.26572259,1.54830876,290.76565261,-0.26647495,-0.31379946,1097974108948.0,473591982753.0
TCB,2025,,0.01257227,1.06504154,0.87795173,0.0376706,0.19853903,0.13119697,0.06472858,26698613000000.0,18052250000000.0,,,,,,,,,,,,,
TCB,2025,,0.01162898,1.19244733,0.88097131,0.0366206,0.22357653,0.20230753,0.04247646,30289775000000.0,20150377000000.0,,,,,,,,,,,,,
TCB,2025,,0.01068029,1.28054377,0.8368625,0.0373785,0.21404289,0.16033073,0.07455026,27691120000000.0,18003802000000.0,,,,,,,,,,,,,
